climb_uuid,name,angle,layout_id,n_holds,holds,difficulty_average,quality_average,ascensionist_count,is_nomatch
AB08FA9181984DCD80229BFC58C05A0B,la trav et le balant,15,1,11,"[(1104, 120, 16, 15), (1123, 136, 24, 12), (1137, 112, 32, 12), (1151, 88, 40, 13), (1182, 64, 56, 13), (1214, 48, 72, 13), (1215, 56, 72, 13), (1283, 56, 104, 13), (1332, 40, 128, 13), (1388, 80, 152, 14), (1447, 140, 4, 15)]",23.1389,2.69444,36,0
0dde95483a224c3eac7fd606f74ef12e,Implenia One,40,1,34,"[(1101, 96, 16, 15), (1105, 128, 16, 15), (1140, 136, 32, 15), (1173, 128, 48, 15), (1203, 96, 64, 15), (1204, 104, 64, 12), (1223, 120, 72, 12), (1255, 104, 88, 15), (1257, 120, 88, 13), (1263, 32, 96, 15), (1267, 64, 96, 15), (1278, 16, 104, 15), (1282, 48, 104, 15), (1308, 120, 112, 13), (1328, 8, 128, 15), (1340, 104, 128, 13), (1353, 72, 136, 13), (1359, 120, 136, 13), (1381, 24, 152, 14), (1383, 40, 152, 13), (1385, 56, 152, 13), (1387, 72, 152, 13), (1390, 96, 152, 13), (1391, 104, 152, 13), (1481, 124, 28, 15), (1498, 108, 44, 15), (1534, 108, 76, 15), (1545, 132, 84, 15), (1551, 92, 92, 15), (1562, 116, 100, 15), (1563, 132, 100, 15), (1565, 28, 108, 15), (1568, 76, 108, 15), (1579, 100, 116, 15)]",16.2,2.8,5,0
9C5BDE62AE474A809237543DF6AB7563,Sound of your wheels,40,1,12,"[(1128, 40, 32, 12), (1198, 56, 64, 13), (1230, 40, 80, 13), (1269, 80, 96, 13), (1320, 80, 120, 13), (1357, 104, 136, 13), (1387, 72, 152, 14), (1458, 52, 4, 15), (1460, 36, 4, 15), (1485, 36, 36, 15), (1505, 68, 52, 15), (1533, 92, 76, 15)]",21.9,2.7,10,0
562617196CC145D6BE12BDD8FBD18CC7,Molecular Disruption,30,1,12,"[(1134, 88, 32, 12), (1155, 120, 40, 12), (1205, 112, 64, 13), (1285, 72, 104, 15), (1290, 112, 104, 13), (1291, 120, 104, 13), (1339, 96, 128, 13), (1390, 96, 152, 13), (1395, 136, 152, 14), (1449, 124, 4, 15), (1452, 100, 4, 15), (1518, 140, 60, 15)]",23.5652,2.95652,23,0
9BE372B91BF84BDAAB3709D91DD71FF1,creamy jeans,40,1,11,"[(1142, 16, 40, 12), (1169, 96, 48, 15), (1212, 32, 72, 13), (1233, 64, 80, 13), (1284, 64, 104, 13), (1319, 72, 120, 13), (1350, 48, 136, 13), (1380, 16, 152, 14), (1383, 40, 152, 14), (1462, 20, 4, 15), (1464, 4, 4, 15)]",21.0,2.5,6,0
7a685c57d9da40959818281d31f3b398,bbjt - pijn (volgens mees),40,1,12,"[(1117, 88, 24, 12), (1135, 96, 32, 12), (1166, 72, 48, 13), (1197, 48, 64, 13), (1267, 64, 96, 13), (1301, 64, 112, 13), (1304, 88, 112, 13), (1356, 96, 136, 13), (1392, 112, 152, 14), (1451, 108, 4, 15), (1524, 84, 68, 15), (1534, 108, 76, 15)]",21.8571,2.85714,7,0
79F425041597475D9FDAC6F1D1B8D0A1,lets dance,45,1,15,"[(1156, 128, 40, 12), (1169, 96, 48, 13), (1190, 128, 56, 15), (1205, 112, 64, 13), (1219, 88, 72, 13), (1272, 104, 96, 13), (1302, 72, 112, 13), (1356, 96, 136, 13), (1374, 104, 144, 13), (1393, 120, 152, 14), (1447, 140, 4, 15), (1451, 108, 4, 15), (1470, 84, 20, 15), (1532, 76, 76, 15), (1553, 124, 92, 15)]",16.1667,2.83333,6,0
331b35ef4dd348aca242620e08592966,walietje,50,1,11,"[(1086, 32, 8, 15), (1109, 24, 24, 12), (1163, 48, 48, 12), (1231, 48, 80, 13), (1239, 112, 80, 15), (1269, 80, 96, 13), (1286, 80, 104, 13), (1323, 104, 120, 13), (1339, 96, 128, 13), (1391, 104, 152, 14), (1468, 52, 20, 15)]",21.9,2.95,20,1
F386F11DD78140DD8C34347DA1A91305,off the wagon super lite,40,1,16,"[(1142, 16, 40, 12), (1144, 32, 40, 12), (1211, 24, 72, 13), (1227, 16, 80, 13), (1240, 120, 80, 15), (1262, 24, 96, 13), (1300, 56, 112, 13), (1302, 72, 112, 13), (1306, 104, 112, 13), (1308, 120, 112, 13), (1341, 112, 128, 13), (1391, 104, 152, 14), (1459, 44, 4, 15), (1463, 12, 4, 15), (1465, 4, 20, 15), (1535, 124, 76, 15)]",19.9545,2.72727,22,0
0311418957504B9E9E9994AC9EC5BC07,feuille d’érable,30,1,17,"[(1130, 56, 32, 15), (1134, 88, 32, 12), (1147, 56, 40, 12), (1204, 104, 64, 13), (1253, 88, 88, 13), (1291, 120, 104, 13), (1338, 88, 128, 13), (1347, 24, 136, 13), (1350, 48, 136, 13), (1367, 48, 144, 13), (1372, 88, 144, 13), (1379, 8, 152, 14), (1456, 68, 4, 15), (1459, 44, 4, 15), (1490, 116, 36, 15), (1553, 124, 92, 15), (1565, 28, 108, 15)]",24.0,2.875,8,0
887d7cec2490455ab404c03c9036a59e,Brilliant Mind,40,1,11,"[(1114, 64, 24, 12), (1146, 48, 40, 12), (1214, 48, 72, 13), (1247, 40, 88, 15), (1262, 24, 96, 13), (1315, 40, 120, 13), (1330, 24, 128, 13), (1379, 8, 152, 14), (1455, 76, 4, 15), (1459, 44, 4, 15), (1519, 4, 68, 15)]",19.6,2.6,5,0
7B6D7CFAF15C4AB09C564DC1B7698042,Brothers in Paris VEasy,40,1,9,"[(1080, 80, 8, 15), (1153, 104, 40, 12), (1200, 72, 64, 12), (1267, 64, 96, 13), (1298, 40, 112, 13), (1338, 88, 128, 13), (1388, 80, 152, 13), (1394, 128, 152, 14), (1490, 116, 36, 15)]",24.7143,2.71429,7,0
2AE2E7A300F0427D85C7CDEBA8F7B260,Read Eat Sleep,45,1,6,"[(1163, 48, 48, 12), (1237, 96, 80, 13), (1287, 88, 104, 13), (1324, 112, 120, 13), (1390, 96, 152, 14), (1455, 76, 4, 15)]",26.4286,2.42857,7,1
2e9ff9f73e5c48dbad21d47450fabe04,Rosa kanin,40,1,13,"[(1147, 56, 40, 12), (1163, 48, 48, 12), (1232, 56, 80, 13), (1236, 88, 80, 13), (1270, 88, 96, 13), (1291, 120, 104, 13), (1340, 104, 128, 13), (1373, 96, 144, 13), (1386, 64, 152, 14), (1457, 60, 4, 15), (1466, 20, 20, 15), (1479, 92, 28, 15), (1554, 140, 92, 15)]",22.9474,2.68421,19,0
2A86E7810DF746C5A87505AF61A13E41,Black Sand,40,1,13,"[(1078, 96, 8, 15), (1131, 64, 32, 12), (1137, 112, 32, 15), (1156, 128, 40, 15), (1202, 88, 64, 13), (1239, 112, 80, 13), (1274, 120, 96, 13), (1327, 136, 120, 13), (1340, 104, 128, 13), (1390, 96, 152, 14), (1456, 68, 4, 15), (1513, 60, 60, 12), (1542, 84, 84, 13)]",18.8889,2.66667,9,1
976CDA29DB0A41949349AF88BE619F5D,cole’s foot,30,1,10,"[(1148, 64, 40, 12), (1186, 96, 56, 12), (1216, 64, 72, 13), (1254, 96, 88, 13), (1285, 72, 104, 13), (1357, 104, 136, 13), (1391, 104, 152, 14), (1468, 52, 20, 15), (1472, 116, 20, 15), (1504, 52, 52, 15)]",23.8571,3.0,7,0
83b48380e4f540ba9db697b1cb54b91c,Pager Eliminate,40,1,9,"[(1149, 72, 40, 12), (1198, 56, 64, 12), (1254, 96, 88, 13), (1320, 80, 120, 13), (1388, 80, 152, 14), (1476, 44, 28, 15), (1488, 84, 36, 15), (1534, 108, 76, 15), (1570, 108, 108, 15)]",24.25,2.75,12,0
5298be912b9047a795170f8ad1cd2511,marvelous mrs Johnson,50,1,13,"[(1078, 96, 8, 15), (1079, 88, 8, 15), (1118, 96, 24, 15), (1165, 64, 48, 15), (1188, 112, 56, 12), (1219, 88, 72, 12), (1231, 48, 80, 15), (1236, 88, 80, 13), (1267, 64, 96, 13), (1302, 72, 112, 13), (1334, 56, 128, 13), (1387, 72, 152, 14), (1453, 92, 4, 15)]",16.5714,2.42857,7,0
C5F804AE3F7242298F0F392507A030C5,Gumby repellent,60,1,9,"[(1136, 104, 32, 12), (1188, 112, 56, 13), (1199, 64, 64, 13), (1269, 80, 96, 13), (1286, 80, 104, 13), (1321, 88, 120, 13), (1386, 64, 152, 14), (1450, 116, 4, 15), (1452, 100, 4, 15)]",26.8621,3.0,29,0
D00C72112C8B4806BFC233DFFEC8CC3A,Bored at Team 3,60,1,11,"[(1092, 24, 16, 15), (1096, 56, 16, 15), (1179, 40, 56, 12), (1233, 64, 80, 13), (1274, 120, 96, 15), (1302, 72, 112, 13), (1304, 88, 112, 13), (1357, 104, 136, 13), (1392, 112, 152, 14), (1485, 36, 36, 15), (1533, 92, 76, 15)]",26.7778,2.94444,18,1
C5FB6C333C124820A20BE9DC1CDF12FA,I Dream of Jeannie,40,1,8,"[(1144, 32, 40, 12), (1163, 48, 48, 12), (1198, 56, 64, 13), (1251, 72, 88, 13), (1300, 56, 112, 13), (1335, 64, 128, 13), (1385, 56, 152, 14), (1457, 60, 4, 15)]",17.8684,2.81579,38,0
AB67730BF1A6491DA561B64309631407,Shortcut = HARDER 🫨😬,30,1,17,"[(1089, 8, 8, 15), (1097, 64, 16, 12), (1114, 64, 24, 12), (1161, 32, 48, 13), (1162, 40, 48, 13), (1209, 8, 72, 13), (1230, 40, 80, 13), (1261, 16, 96, 13), (1274, 120, 96, 15), (1300, 56, 112, 13), (1352, 64, 136, 13), (1356, 96, 136, 13), (1392, 112, 152, 14), (1459, 44, 4, 15), (1501, 4, 52, 15), (1523, 68, 68, 15), (1557, 36, 100, 15)]",20.5714,3.0,7,0
486F27D1005944BEAB90C8CA18BFF220,Teeny Weeny,40,1,10,"[(1127, 32, 32, 12), (1181, 56, 56, 12), (1204, 104, 64, 15), (1248, 48, 88, 13), (1249, 56, 88, 13), (1287, 88, 104, 13), (1320, 80, 120, 13), (1357, 104, 136, 13), (1387, 72, 152, 14), (1460, 36, 4, 15)]",21.8571,2.71429,7,1
5DB11A24C8AF4322BBADFD329446E90E,jo30,30,1,10,"[(1196, 40, 64, 12), (1200, 72, 64, 12), (1248, 48, 88, 13), (1285, 72, 104, 13), (1319, 72, 120, 13), (1323, 104, 120, 13), (1374, 104, 144, 13), (1394, 128, 152, 14), (1503, 36, 52, 15), (1534, 108, 76, 15)]",20.3125,2.75,16,0
FF7E68A836954B32A4CBA1724B47962C,window shopper,60,1,13,"[(1103, 112, 16, 15), (1133, 80, 32, 15), (1153, 104, 40, 12), (1172, 120, 48, 15), (1201, 80, 64, 12), (1216, 64, 72, 15), (1238, 104, 80, 13), (1242, 136, 80, 15), (1253, 88, 88, 15), (1270, 88, 96, 13), (1285, 72, 104, 15), (1308, 120, 112, 13), (1374, 104, 144, 14)]",23.0,2.77778,18,1
B759FE7E1BFC41F2A07A446717DACA1C,Slow Jamz,50,1,14,"[(1100, 88, 16, 15), (1171, 112, 48, 12), (1174, 136, 48, 12), (1241, 128, 80, 13), (1264, 40, 96, 13), (1270, 88, 96, 13), (1287, 88, 104, 13), (1316, 48, 120, 13), (1362, 8, 144, 13), (1379, 8, 152, 14), (1447, 140, 4, 15), (1504, 52, 52, 15), (1513, 60, 60, 15), (1558, 52, 100, 15)]",24.8333,2.83333,6,1
CD454A99E0994A1C81E48A6649BD90B0,MincePince,40,1,9,"[(1148, 64, 40, 12), (1186, 96, 56, 13), (1216, 64, 72, 13), (1254, 96, 88, 13), (1285, 72, 104, 13), (1357, 104, 136, 13), (1386, 64, 152, 14), (1457, 60, 4, 15), (1487, 68, 36, 12)]",25.8462,2.92308,13,0
5A44C97D08D841C08FE6D5AA25A9279F,Deceptions,40,1,12,"[(1111, 40, 24, 12), (1129, 48, 32, 12), (1166, 72, 48, 13), (1239, 112, 80, 13), (1272, 104, 96, 13), (1339, 96, 128, 13), (1394, 128, 152, 14), (1455, 76, 4, 15), (1460, 36, 4, 15), (1490, 116, 36, 15), (1509, 132, 52, 15), (1543, 100, 84, 13)]",25.3333,2.83333,6,1
04DE2BF29A014DCB9FC7683E74D2C849,pinch-o-Rama,40,1,12,"[(1136, 104, 32, 12), (1137, 112, 32, 12), (1241, 128, 80, 13), (1254, 96, 88, 13), (1285, 72, 104, 13), (1291, 120, 104, 13), (1357, 104, 136, 13), (1387, 72, 152, 14), (1450, 116, 4, 15), (1455, 76, 4, 15), (1506, 84, 52, 15), (1513, 60, 60, 15)]",25.6,3.0,5,0
48DB468C4D284FEE8F83047C6A28EEE8,start training shoulder🙄🙄,40,1,13,"[(1179, 40, 56, 12), (1182, 64, 56, 12), (1214, 48, 72, 13), (1218, 80, 72, 13), (1267, 64, 96, 13), (1303, 80, 112, 13), (1334, 56, 128, 13), (1335, 64, 128, 13), (1384, 48, 152, 14), (1454, 84, 4, 15), (1457, 60, 4, 15), (1479, 92, 28, 15), (1547, 28, 92, 15)]",17.2162,2.83784,37,0
CE7C0121526F4453A5D5A98A030D1FC0,OB/SESSION 2025 #21,55,1,22,"[(1103, 112, 16, 15), (1104, 120, 16, 15), (1163, 48, 48, 15), (1170, 104, 48, 12), (1171, 112, 48, 12), (1184, 80, 56, 13), (1187, 104, 56, 13), (1234, 72, 80, 13), (1237, 96, 80, 13), (1247, 40, 88, 13), (1248, 48, 88, 13), (1252, 80, 88, 13), (1315, 40, 120, 13), (1317, 56, 120, 13), (1328, 8, 128, 13), (1330, 24, 128, 13), (1331, 32, 128, 13), (1379, 8, 152, 14), (1380, 16, 152, 14), (1503, 36, 52, 15), (1528, 12, 76, 15), (1538, 20, 84, 15)]",21.3478,2.65217,23,0
c12eb3a9e165497ca243f8096b738d57,delusional v7 (v6),40,1,11,"[(1161, 32, 48, 12), (1163, 48, 48, 12), (1219, 88, 72, 13), (1232, 56, 80, 13), (1283, 56, 104, 13), (1287, 88, 104, 13), (1353, 72, 136, 13), (1391, 104, 152, 14), (1457, 60, 4, 15), (1460, 36, 4, 15), (1479, 92, 28, 15)]",22.0,2.6,5,0
0A02F7005F384ED9865104CBD86D926C,stand alone,50,1,12,"[(1082, 64, 8, 15), (1088, 16, 8, 15), (1124, 8, 32, 12), (1197, 48, 64, 12), (1228, 24, 80, 13), (1266, 56, 96, 13), (1279, 24, 104, 13), (1349, 40, 136, 13), (1380, 16, 152, 14), (1501, 4, 52, 15), (1510, 12, 60, 15), (1519, 4, 68, 15)]",23.9286,2.92857,14,0
af01447d2423432185a76d184e1c1fe4,Largeish Ben,50,1,11,"[(1073, 136, 8, 15), (1136, 104, 32, 12), (1172, 120, 48, 12), (1196, 40, 64, 15), (1220, 96, 72, 13), (1267, 64, 96, 13), (1268, 72, 96, 13), (1369, 64, 144, 13), (1390, 96, 152, 14), (1453, 92, 4, 15), (1540, 52, 84, 15)]",23.9231,2.92308,13,1
FD69B4A39AAA40859C20411425B8C95F,That sit start show,40,1,15,"[(1114, 64, 24, 12), (1135, 96, 32, 12), (1144, 32, 40, 15), (1175, 8, 56, 15), (1200, 72, 64, 13), (1215, 56, 72, 13), (1247, 40, 88, 13), (1299, 48, 112, 13), (1331, 32, 128, 13), (1383, 40, 152, 14), (1452, 100, 4, 15), (1468, 52, 20, 15), (1528, 12, 76, 15), (1537, 4, 84, 15), (1555, 4, 100, 15)]",17.9286,2.78571,14,0
37759c1066d449f69b038997c6c944d0,El experimento,50,1,9,"[(1140, 136, 32, 15), (1205, 112, 64, 12), (1244, 16, 88, 15), (1252, 80, 88, 13), (1269, 80, 96, 13), (1315, 40, 120, 13), (1316, 48, 120, 13), (1380, 16, 152, 14), (1516, 108, 60, 12)]",24.0,2.84615,13,0
1cadab1178684549bb4a26d29fc72e00,Klara wird starka,40,1,13,"[(1135, 96, 32, 12), (1199, 64, 64, 12), (1218, 80, 72, 13), (1231, 48, 80, 13), (1263, 32, 96, 13), (1267, 64, 96, 13), (1301, 64, 112, 13), (1334, 56, 128, 13), (1370, 72, 144, 14), (1453, 92, 4, 15), (1457, 60, 4, 15), (1485, 36, 36, 15), (1503, 36, 52, 15)]",18.3846,2.76923,13,0
16B1A4B9A13747F29D89F16F4B749B88,Hypertension extension,45,1,10,"[(1093, 32, 16, 15), (1144, 32, 40, 12), (1163, 48, 48, 12), (1204, 104, 64, 15), (1248, 48, 88, 13), (1252, 80, 88, 15), (1285, 72, 104, 13), (1323, 104, 120, 13), (1336, 72, 128, 13), (1391, 104, 152, 14)]",22.8333,2.83333,6,1
0A5CE04AC058461FAA19AA08E9130020,Criss-Cross (everybody clap your hands),40,1,13,"[(1142, 16, 40, 12), (1143, 24, 40, 12), (1163, 48, 48, 15), (1192, 8, 64, 13), (1246, 32, 88, 13), (1247, 40, 88, 13), (1300, 56, 112, 13), (1319, 72, 120, 13), (1338, 88, 128, 13), (1387, 72, 152, 14), (1458, 52, 4, 15), (1465, 4, 20, 15), (1542, 84, 84, 15)]",17.9091,2.72727,11,0
46cc01d1976c41e09ee8bb07c4ab82e9,Eco Boost,50,1,9,"[(1138, 120, 32, 12), (1152, 96, 40, 12), (1188, 112, 56, 13), (1237, 96, 80, 13), (1291, 120, 104, 13), (1340, 104, 128, 13), (1389, 88, 152, 14), (1449, 124, 4, 15), (1453, 92, 4, 15)]",22.0,2.83333,6,1
22fa1658cb5a46379965b1fd7c78d6a0,v2z warm up,40,1,12,"[(1150, 80, 40, 15), (1170, 104, 48, 15), (1213, 40, 72, 15), (1234, 72, 80, 12), (1236, 88, 80, 12), (1247, 40, 88, 15), (1269, 80, 96, 13), (1302, 72, 112, 13), (1315, 40, 120, 13), (1367, 48, 144, 13), (1382, 32, 152, 14), (1383, 40, 152, 14)]",15.0,2.83333,6,0
6DF78E576D56490D975DDD6B48566D82,PK mod 2 @50 degrees,50,1,14,"[(1127, 32, 32, 12), (1147, 56, 40, 12), (1213, 40, 72, 13), (1249, 56, 88, 13), (1250, 64, 88, 13), (1287, 88, 104, 13), (1337, 80, 128, 13), (1357, 104, 136, 13), (1392, 112, 152, 14), (1461, 28, 4, 15), (1487, 68, 36, 15), (1507, 100, 52, 15), (1514, 76, 60, 15), (1534, 108, 76, 15)]",22.0,3.0,10,0
DBA510DEAFCF496D97FE26007E010638,only jugss,40,1,10,"[(1073, 136, 8, 15), (1154, 112, 40, 12), (1156, 128, 40, 12), (1221, 104, 72, 13), (1234, 72, 80, 13), (1246, 32, 88, 15), (1302, 72, 112, 13), (1334, 56, 128, 13), (1390, 96, 152, 14), (1451, 108, 4, 15)]",18.7,3.0,20,0
32492792C8D5469384AA2493E50C29BF,free advice,50,1,7,"[(1087, 24, 8, 15), (1179, 40, 56, 12), (1226, 8, 80, 12), (1278, 16, 104, 13), (1328, 8, 128, 13), (1366, 40, 144, 13), (1385, 56, 152, 14)]",20.625,2.75,8,0
c00de2c20ea845e9ae0da5a5933a6343,Un calvo a la vista,50,1,15,"[(1096, 56, 16, 15), (1142, 16, 40, 15), (1162, 40, 48, 12), (1163, 48, 48, 12), (1195, 32, 64, 13), (1243, 8, 88, 15), (1246, 32, 88, 13), (1247, 40, 88, 13), (1296, 24, 112, 13), (1299, 48, 112, 15), (1312, 16, 120, 13), (1347, 24, 136, 13), (1382, 32, 152, 14), (1460, 36, 4, 15), (1519, 4, 68, 15)]",16.25,2.75,8,1
e438fdf0dd5541ca8bedc99c28832f79,Crimping Easy,45,1,13,"[(1166, 72, 48, 12), (1218, 80, 72, 13), (1220, 96, 72, 13), (1252, 80, 88, 13), (1288, 96, 104, 13), (1303, 80, 112, 13), (1316, 48, 120, 13), (1321, 88, 120, 13), (1336, 72, 128, 13), (1369, 64, 144, 13), (1384, 48, 152, 14), (1452, 100, 4, 15), (1469, 68, 20, 15)]",18.0,2.875,8,0
6A62F9CA6195489C8142D8C099E1B8D7,Laid-back Vibe,40,1,12,"[(1152, 96, 40, 15), (1166, 72, 48, 12), (1201, 80, 64, 15), (1236, 88, 80, 13), (1246, 32, 88, 15), (1266, 56, 96, 13), (1285, 72, 104, 13), (1315, 40, 120, 13), (1351, 56, 136, 13), (1382, 32, 152, 14), (1454, 84, 4, 15), (1457, 60, 4, 15)]",16.5625,3.0,16,0
84DDA7D22E7847488E9CA7595BD195B3,Far Leftie,30,1,14,"[(1148, 64, 40, 15), (1188, 112, 56, 12), (1191, 136, 56, 12), (1204, 104, 64, 13), (1218, 80, 72, 13), (1233, 64, 80, 15), (1235, 80, 80, 13), (1267, 64, 96, 13), (1299, 48, 112, 13), (1351, 56, 136, 14), (1352, 64, 136, 14), (1447, 140, 4, 15), (1480, 108, 28, 15), (1512, 44, 60, 15)]",23.1429,3.0,14,0
2A432106C8044BC1A501167A927C09F1,yakult,40,1,12,"[(1149, 72, 40, 12), (1237, 96, 80, 13), (1271, 96, 96, 13), (1307, 112, 112, 13), (1336, 72, 128, 13), (1369, 64, 144, 13), (1382, 32, 152, 14), (1454, 84, 4, 15), (1457, 60, 4, 15), (1499, 124, 44, 15), (1516, 108, 60, 15), (1527, 132, 68, 15)]",22.6667,3.0,6,0
0DD9EA48F76440498D42BF42B2B89501,Sermon for the end,55,1,9,"[(1113, 56, 24, 15), (1148, 64, 40, 12), (1178, 32, 56, 12), (1235, 80, 80, 15), (1265, 48, 96, 13), (1281, 40, 104, 13), (1351, 56, 136, 13), (1387, 72, 152, 14), (1548, 44, 92, 15)]",23.8571,2.85714,7,0
dc799f713b3d4fd6b9128852d433154d,Chemical Vision,40,1,13,"[(1086, 32, 8, 15), (1137, 112, 32, 15), (1147, 56, 40, 12), (1198, 56, 64, 12), (1234, 72, 80, 13), (1238, 104, 80, 13), (1255, 104, 88, 15), (1302, 72, 112, 13), (1335, 64, 128, 13), (1340, 104, 128, 13), (1371, 80, 144, 14), (1391, 104, 152, 14), (1532, 76, 76, 15)]",22.0,2.8,10,1
184299FED8EB498095B432C30E63BCD5,Hottie hot pants Holly,40,1,18,"[(1114, 64, 24, 12), (1144, 32, 40, 15), (1147, 56, 40, 12), (1170, 104, 48, 15), (1200, 72, 64, 13), (1204, 104, 64, 15), (1250, 64, 88, 13), (1252, 80, 88, 13), (1257, 120, 88, 15), (1272, 104, 96, 13), (1286, 80, 104, 13), (1340, 104, 128, 13), (1376, 120, 144, 13), (1389, 88, 152, 14), (1458, 52, 4, 15), (1469, 68, 20, 15), (1495, 60, 44, 15), (1589, 124, 124, 15)]",19.0,2.8,5,0
0F5C1370F1174A808FF09214D5C8565E,chalk eater,50,1,8,"[(1161, 32, 48, 15), (1181, 56, 56, 15), (1200, 72, 64, 12), (1252, 80, 88, 15), (1268, 72, 96, 13), (1305, 96, 112, 13), (1355, 88, 136, 13), (1390, 96, 152, 14)]",20.3636,2.90909,11,0
454DA67F05FA480D9FA27850D9CF8C74,Bruce’s bangers,50,1,14,"[(1143, 24, 40, 12), (1227, 16, 80, 13), (1246, 32, 88, 13), (1279, 24, 104, 13), (1301, 64, 112, 13), (1353, 72, 136, 13), (1385, 56, 152, 14), (1459, 44, 4, 15), (1461, 28, 4, 15), (1483, 4, 36, 15), (1501, 4, 52, 15), (1511, 28, 60, 15), (1521, 36, 68, 15), (1532, 76, 76, 15)]",21.3333,3.0,6,0
6603DC7923FF460AA6B50EA2D7422984,Anna’s First Boulder,40,1,14,"[(1096, 56, 16, 15), (1144, 32, 40, 12), (1146, 48, 40, 12), (1182, 64, 56, 13), (1198, 56, 64, 13), (1216, 64, 72, 13), (1247, 40, 88, 13), (1285, 72, 104, 13), (1317, 56, 120, 13), (1353, 72, 136, 14), (1461, 28, 4, 15), (1504, 52, 52, 15), (1532, 76, 76, 15), (1543, 100, 84, 15)]",17.85,2.65,20,0
73AF27C4C7FB4F4FAF1B32BB380343AC,Thump Up KoK,30,1,14,"[(1148, 64, 40, 12), (1186, 96, 56, 12), (1216, 64, 72, 13), (1254, 96, 88, 13), (1270, 88, 96, 13), (1274, 120, 96, 13), (1291, 120, 104, 13), (1454, 84, 4, 15), (1455, 76, 4, 15), (1490, 116, 36, 15), (1518, 140, 60, 15), (4751, 144, 112, 13), (4756, 144, 152, 14), (4773, 152, 136, 13)]",20.0476,2.85714,21,0
897D014302B34CE99392A8E2FE8FA032,Counterfeit smiles,30,1,12,"[(1081, 72, 8, 15), (1083, 56, 8, 15), (1145, 40, 40, 12), (1214, 48, 72, 13), (1244, 16, 88, 13), (1299, 48, 112, 13), (1320, 80, 120, 13), (1371, 80, 144, 13), (1393, 120, 152, 14), (1495, 60, 44, 15), (1524, 84, 68, 15), (1553, 124, 92, 15)]",22.8824,3.0,17,1
12B166DAC4454A43BCE3D5C3A79C2F7E,PR route 34,40,1,9,"[(1077, 104, 8, 15), (1169, 96, 48, 12), (1188, 112, 56, 12), (1197, 48, 64, 15), (1237, 96, 80, 13), (1284, 64, 104, 13), (1301, 64, 112, 13), (1332, 40, 128, 13), (1387, 72, 152, 14)]",21.875,2.9375,16,0
1da6fbd58ba64b74bb7825398620bc8b,bell tingler,40,1,11,"[(1081, 72, 8, 15), (1086, 32, 8, 15), (1130, 56, 32, 15), (1163, 48, 48, 15), (1168, 88, 48, 12), (1198, 56, 64, 12), (1252, 80, 88, 13), (1299, 48, 112, 13), (1337, 80, 128, 13), (1385, 56, 152, 14), (1389, 88, 152, 14)]",19.875,2.875,8,1
142ff12fc0d74bcfb4c9af590a567595,kitten in da blender,40,1,13,"[(1096, 56, 16, 15), (1136, 104, 32, 12), (1140, 136, 32, 12), (1161, 32, 48, 15), (1199, 64, 64, 13), (1205, 112, 64, 13), (1248, 48, 88, 13), (1253, 88, 88, 13), (1301, 64, 112, 13), (1349, 40, 136, 13), (1362, 8, 144, 14), (1383, 40, 152, 13), (1453, 92, 4, 15)]",23.0,2.72727,22,1
FB50D7AF9DE0460A963179A230989341,Dynopsis,40,1,13,"[(1077, 104, 8, 15), (1165, 64, 48, 12), (1185, 88, 56, 12), (1218, 80, 72, 13), (1252, 80, 88, 13), (1300, 56, 112, 13), (1304, 88, 112, 13), (1371, 80, 144, 13), (1392, 112, 152, 14), (1456, 68, 4, 15), (1469, 68, 20, 15), (1489, 100, 36, 15), (1534, 108, 76, 15)]",18.1525,2.84746,59,0
FCFBDEE2A1F2493684CA99CFF1C02378,We Are All Spinning,60,1,11,"[(1189, 120, 56, 12), (1208, 136, 64, 12), (1276, 136, 96, 13), (1289, 104, 104, 13), (1302, 72, 112, 13), (1315, 40, 120, 13), (1347, 24, 136, 13), (1379, 8, 152, 14), (1449, 124, 4, 15), (1482, 140, 28, 15), (1539, 36, 84, 15)]",24.0,2.8,5,0
3088DFD2EFBB4841BDA00E8DBE464F80,Coco’s flow,40,1,16,"[(1079, 88, 8, 15), (1133, 80, 32, 15), (1145, 40, 40, 15), (1149, 72, 40, 12), (1185, 88, 56, 12), (1194, 24, 64, 15), (1200, 72, 64, 13), (1231, 48, 80, 13), (1236, 88, 80, 15), (1265, 48, 96, 13), (1280, 32, 104, 13), (1300, 56, 112, 13), (1334, 56, 128, 13), (1354, 80, 136, 13), (1387, 72, 152, 14), (1457, 60, 4, 15)]",15.6,3.0,5,0
13BDE63BFD594A6880C8CCC1FC590776,Ernest Hemingway,50,1,11,"[(1127, 32, 32, 12), (1164, 56, 48, 12), (1232, 56, 80, 13), (1254, 96, 88, 13), (1296, 24, 112, 13), (1317, 56, 120, 13), (1343, 128, 128, 15), (1351, 56, 136, 13), (1373, 96, 144, 13), (1392, 112, 152, 14), (1506, 84, 52, 15)]",26.4,3.0,5,1
